project_id,type,category,visible_sector,recommended_for_research,umbrella_project,year,donor,funding_agencies,implementing_agencies,title,description,status,flow,flow_class,intent,crs_sector_code,crs_sector_name,sources,sources_count,donor_agencies,donor_agencies_count,recipient_agencies,recipient_agencies_count,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertain,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,is_official_finance,year_uncertain
40524,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2005,China,"Unspecified Chinese Government Institution, Government Agency","Beijing Municipal Engineering Design Institute, Academic, Training and Research",China aids the construction of the baba lilly road in PNG ,"On March 16, 2005, the groundbreaking ceremony was held in the village of Baba for a highway projects in Papua New Guinea Baba Lilly. China aids to build the highway. The road construction side of Beijing Municipal Corporation project team manager also participated and made a statement.",Implementation,Loan (excluding debt rescheduling),Vague (Official Finance),Development,320,"Industry, Mining, Construction","http://pg.mofcom.gov.cn/article/zxhz/hzjj/200503/20050300027169.shtml, Government Source (Donor/Recipient)",1,"Beijing Municipal Engineering Design Institute, Academic, Training and Research",1,,0,,,,,,,,,,,Papua New Guinea,910,862,Papua New Guinea,PNG,PG,598,853,FALSE,FALSE,FALSE,FALSE,,,,,,Village of Baba,"Zhengjun Li, Ambassador (Chinese Embassy)",TRUE,TRUE
40527,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2005,China,"Unspecified Chinese Government Institution, Government Agency","Guangdong Construction Engineering Group Co., State-owned Company",China provides a 70 million CNY grant for construction projects (linked to #39284),"In 2005, China committed a $10.3 million USD grant package to Papua New Guinea. This funding would go toward the extension of the computer building at the University of Technology in Lae, Morobe Province, and the extension of students' dormitories and staff houses at the Vudal University in the East New Britain Provinc. Chinese government granted free techical assistance to the renovation of the mansion of the Governor-General of Papua New Guinea. Guangdong Construction Engineering Group Corporation was in charge of the construction of the Governor Mansion project, including the residential houses for officials and the the reception lobby. The construction was started in January 2007. The lobby was completed on 2007 May 31, and the whole project ended in Dec 2007. The hand over ceremony was held on Feb 20 2008. On Feburary 1, 2008, China handed over K23mi worth of buildings. Guangdong Foreign Construction Company implemented this project. #39284 On April 1, 2005, Chinese Ambassador Li Zhengjun, who was guest speaker at Unitech's 37th graduation in Lae, made a commitment for the Chinese Government to fund the construction of a new building to house the mathematics and computer department to replace the one that was burnt down several years ago. Primary and detailed design for the new building had been completed and work on the site was expected to start before September. The project was implemented by Guangdong Foreign Construction Company. It was actually started March 25, 2006 and was completed on January 10, 2008.",Completion,Grant,ODA-like,Development,320,"Industry, Mining, Construction","http://pg.mofcom.gov.cn/article/zxhz/hzjj/200803/20080305418141.shtml, Government Source (Donor/Recipient); http://pg.mofcom.gov.cn/article/jmxw/200706/20070604759287.shtml, Government Source (Donor/Recipient); http://wcm.fmprc.gov.cn/pub/chn/pds/gjhdq/gj/yz_1/1206_47/1206x2/t431999.htm, Government Source (Donor/Recipient); http://finance.china.com.cn/roll/20131105/1944959.shtml, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=PNGPOS0020050404e1440000e&cat=a&ep=ASI, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=BBCAPP0020080306e436002s3&cat=a&ep=ASI, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=PNGPOS0020080204e4240000s&cat=a&ep=ASI, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=PNGPOS0020080214e42e0000i&cat=a&ep=ASI, Media Report, including Wikileaks; http://bbs.tiexue.net/post2_3648450_1.html, Media Report, including Wikileaks; http://malumnalu.blogspot.com/2008/12/university-of-vudal-vc-attacks.html, Media Report, including Wikileaks; http://www.gdfc.cc/cn/projects_view.aspx?project_id=151&project_class=6, Implementing/Intermediary Agency Source; http://pg.china-embassy.org/eng/zbgx/t838828.htm, Government Source (Donor/Recipient); http://www.lowyinterpreter.org/post/2012/03/29/Are-Chinese-soft-loans-always-a-bad-thing.aspx, Other Academic (Working Paper, Dissertation); https://garamut.wordpress.com/2008/08/25/the-dragon-looks-south-chinese-aid-investment-in-png/, Other Academic (Working Paper, Dissertation); http://pg.chineseembassy.org/eng/xwdt/t167118.htm, Government Source (Donor/Recipient)",15,"Guangdong Construction Engineering Group Co., State-owned Company",1,,0,70000000,CNY,0.509132,8.194316667,16778568.39,8542506.09,,,,,Papua New Guinea,910,862,Papua New Guinea,PNG,PG,598,853,FALSE,FALSE,FALSE,FALSE,,,,,,,"Ruixing Wei, Ambassador (Chinese Academy of Agricultural Science)",TRUE,FALSE
40528,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2013,China,"Unspecified Chinese Government Institution, Government Agency","Hunan Construction Engineering Group Corporation of China, State-owned Company",China helps renovate the Siumu Primary School (Linked #37736),"On Oct. 23, 2015, the two story-state of the art school building for Siumu Primary School was officially opened. The total cost of the work was 5 million Samoan Tala which was constructed by Hunan Construction from China for 18 months. The new school building include 16 classrooms, a multi-function hall, 5 office rooms, a boardroom, a fitness room, a computer lab and a library. The ceremony was attended by Members of Cabinet; Speaker of the House, Afioga Laaulialemalietoa Leuatea Polataivao; Leader of the Opposition Party, Afioga Palusalue Faapo II; Members of Parliament; China’s Ambassador to Samoa, Mr Xue Feng Wang; Representatives of the Hunan Construction Company; members of Siumu district, teachers and students. Funding reportedly came from a 13.3M grant given by China in 2012 (see linked project ID #37736). ",Completion,Grant,ODA-like,Development,110,Education,"http://ws.mofcom.gov.cn/article/zxhz/hzjj/201510/20151001145958.shtml, Government Source (Donor/Recipient); http://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/zwbd_665378/t1308982.shtml, Government Source (Donor/Recipient); https://www.facebook.com/GovtPressSec/posts/903660436394306, Social Media, including Unofficial Blogs; http://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/zwbd_665378/t1309385.shtml, Government Source (Donor/Recipient); http://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/zwbd_665378/t1312985.shtml, Government Source (Donor/Recipient); http://www.radionz.co.nz/international/pacific-news/228345/national-university-of-samoa-to-build-maritime-training-centre, Media Report, including Wikileaks",6,"Hunan Construction Engineering Group Corporation of China, State-owned Company",1,,0,5000000,WST,0.983522687,2.310900035,2199907.72,2163659.15,,,,,Samoa,990,880,Samoa,WSM,WS,882,862,FALSE,FALSE,FALSE,FALSE,,,,,,,"Xuefeng Wang, Ambassador (Chinese Embassy)",TRUE,FALSE
40532,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2007,China,"Export-Import Bank of China, Government Agency",,"China loans the Cook Islands $950,000 USD for Ministry of Education Administrative Building (Linked to Project #37877)","A loan from the Chinese EXIM bank funded the building of a Ministry of Education Building on Nikao (Rarotonga), Cook Islands (territory of New Zealand). The loan was signed in 2007 and construction took place from 2011-2012. The conditions of the loan include a 2% interest, 5 year grace period, and a 20 year maturity rate. The cost of the project was $950,000. Construction was done by Mike Rennie Builders, a local company. The new two-story building includes offices, conference rooms, and training facilities. This project was funded together with project #37877 for the Telecom Sports Arena. The project has been completed. STAFF_NOTE: There is some discrepancy in transaction amount with sources ranging between $950k and $1.1mil. ",Completion,Loan (excluding debt rescheduling),ODA-like,Development,110,Education,"http://www.lowyinstitute.org/chinese-aid-map/, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/files/pubfiles/Hanson,_China_stumbling_Second_edition_web.pdf, Other Academic (Working Paper, Dissertation)",2,"Export-Import Bank of China, Government Agency",1,,0,950000,USD,0.614427284,1,1546155.3,950000,,,,,Cook Islands,,831,Cook Islands,COK,CK,184,,FALSE,FALSE,FALSE,FALSE,Concessional,2,20,5,54.08,"Rarotonga, Nikao",,TRUE,TRUE
41402,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2004,China,"Unspecified Chinese Government Institution, Government Agency",,China offers 10 million yuan worth of relief goods to North Korea,"On Apr. 24, 2004, Chinese government announced its emergency relief supplies worth 10 million CNY to North Korea in response to the explosion accident at Ryongchon Station in North Pyongan Province on Apr 22. The first batch of 500,000 yuan worth of relief goods arrived at the site on Apr. 25, 2004, including food, 2000 blankets, and 300 tents. The second batch arrived at Apr. 27, mainly including medical equipment and medicines. The third batch arrived on Apr. 30, including gasoline, diesel, and materials for windows and doors. ",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=BBCMNF0020040425e04p001p5&cat=a&ep=ASE, Media Report, including Wikileaks; http://news.163.com/2004w04/12532/2004w04_1082783119933.html, Media Report, including Wikileaks; http://news.sina.com.cn/c/2004-05-01/13503180758.shtml, Media Report, including Wikileaks",3,,0,,0,10000000,CNY,0.485249833,8.276800833,2489843.79,1208196.28,4/25/2004,,,,North Korea,731,740,"Korea, Dem. Rep.",PRK,KP,408,954,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
41493,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2012,China,"Unspecified Chinese Government Institution, Government Agency",,China donates $18m worth of aid for flood victims in North Korea,"In August 2012, the World Food Program (WFP) said the Chinese government has contributed the cash to a total amount of emergency food aid worth $18 million USD sent to flood-hit areas in the southern part of North Korea.The aid came after the North filed a request for emergency aid this week, and the U.N. Resident Coordinator's Office in Pyongyang called for immediate assistance after an on-site investigation. Cash donations North Korea has received will be used to buy corn, sugar, vegetables and other materials from inexpensive, yet quality resources, the aid group said.",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=THAINS0020120813e88e0007f&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.koreatimes.co.kr/www/news/nation/2016/04/113_117095.html, Media Report, including Wikileaks",2,,0,,0,18000000,USD,0.944255468,1,19062637.83,18000000,,,,,North Korea,731,740,"Korea, Dem. Rep.",PRK,KP,408,954,FALSE,FALSE,FALSE,FALSE,No Information,,,,,,,TRUE,FALSE
41877,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2009,China,"Unspecified Chinese Government Institution, Government Agency",,China grants $5.86m for reconstruction of Samoan Schools,In 2009 China gave $US 5.86 million grant for post-tsunami reconstruction and furnishing of three schools in Samoa. ,Implementation,Grant,ODA-like,Development,700,Emergency Response,"http://www.leamplus.eu/files/LEAM_Discussion_Paper_1.pdf, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation); https://www.lowyinstitute.org/sites/default/files/pubfiles/Hanson_and_Fifita%2C_China_in_the_Pacific_web_1.pdf, Academic Journal Article; https://www.lowyinstitute.org/sites/default/files/pubfiles/Hanson_and_Fifita%2C_China_in_the_Pacific_web_1.pdf, Academic Journal Article",4,,0,,0,5860000,USD,0.736866033,1,7952598.9,5860000,,,,,Samoa,990,880,Samoa,WSM,WS,882,862,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
41880,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2009,China,"Unspecified Chinese Government Institution, Government Agency",,China commits $1.46m grant to Samoa for a Women and Youth Hall,In 2009 China committed a 1.46 million USD grant to Samoa for the construction of a Women and Youth Hall. STAFF_NOTE: Sources disagree whether the grant was for 1.46 or 1.6 million USD.,Pipeline: Commitment,Grant,ODA-like,Development,150,Government and Civil Society,"http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation); http://www.leamplus.eu/files/LEAM_Discussion_Paper_1.pdf, Other Academic (Working Paper, Dissertation); http://csis.org/files/publication/issuesinsights_v11n05.pdf, Other Academic (Working Paper, Dissertation)",3,,0,,0,1460000,USD,0.736866033,1,1981364.23,1460000,,,,,Samoa,990,880,Samoa,WSM,WS,882,862,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
41889,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2009,China,"Unspecified Chinese Government Institution, Government Agency","Shanghai Construction Group General Co., State-owned Company",China commits grant for the construction of eight school buildings in Samoa,In November 2013 the last two schools of a total of eight that were funded with Chinese grant money were completed. One school was built in Falevao and another was built in Sapapali’i. The Shanghai Construction Group was in charge of implementation. ,Completion,Grant,ODA-like,Development,110,Education,"http://www.savalinews.com/2013/11/08/china-samoa-partnership-opens-two-new-schools/, Media Report, including Wikileaks; http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation)",2,"Shanghai Construction Group General Co., State-owned Company",1,,0,,,,,,,,,11/1/2013,,Samoa,990,880,Samoa,WSM,WS,882,862,FALSE,FALSE,FALSE,FALSE,,,,,,"Falevao, Sapapali’i","Li Yanduan, Chinese Ambassador to Samoa",TRUE,FALSE
41890,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2007,China,"Unspecified Chinese Government Institution, Government Agency",,China gives $9m loan to Samoa for construction of parliamentary complex,"On September 18, 2007 construction on the parliament offices in Samoa began. The project was funded by a Chinese loan worth $9m. The terms loan included an interest rate at 2%, a five year grace period, and a 20 year maturity rate. Construction was completed on September 17, 2008. It is a two storey building to provide offices and meeting rooms for members of Parliament of Samoa. The project involves construction work, supply and drain work, electricity, mechanical ventilation, fire alarm system, telecommunication system, exterior road, parking area within the building line and furniture.",Completion,Loan (excluding debt rescheduling),ODA-like,Development,150,Government and Civil Society,"http://www.lowyinstitute.org/files/pubfiles/Hanson,_China_stumbling_Second_edition_web.pdf, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation); https://books.google.com/books?id=ubrIAAAAQBAJ&pg=PA77&lpg=PA77&dq=China+loan+Samoa+Conference+Centre+office+complex&source=bl&ots=kkj1f6MUVq&sig=h0K4g6Glrh9Rgbg6tOKiw8AxyRQ&hl=en&sa=X&ved=0ahUKEwj7q_-ko9nJAhVBpB4KHfwQAbkQ6AEIKjAC#v=onepage&q=China%20loan%20Samoa%20Conference%20Centre%20office%20complex&f=false, Other Academic (Working Paper, Dissertation); http://pidp.org/pireport/2014/November/11-07-04.htm, Other Official Source (non-Donor, non-Recipient); http://www.mof.gov.ws/Portals/195/Partnerships%20for%20Development%202007-2009.pdf, Government Source (Donor/Recipient)",5,,0,,0,9000000,USD,0.614427284,1,14647787.03,9000000,9/18/2007,,9/17/2008,,Samoa,990,880,Samoa,WSM,WS,882,862,FALSE,FALSE,FALSE,FALSE,Concessional,2,20,5,54.52,Mulinu'u,,TRUE,TRUE
41894,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2007,China,"Unspecified Chinese Government Institution, Government Agency",,China loans $15m to Samoa for the construction of a Ministry of Justice and Courts Administration,"On September 18, 2007 the Chinese government began construction on the Ministry of Justice and Courts Administration court house in Samoa. The venture was funded by a $15m soft loan by the Chinese, with a 2% interest rate and a grace period of 5 years. Construction ended on January 25, 2010. The building provides offices, judiciary chambers and court rooms for the Supreme Court, Land and Titles Court and other necessary functions of the court. It involves construction work, supply and drain work, electricity, mechanical ventilation, fire alarm system, telecommunication system, exterior road, parking area within the building line and furniture.",Completion,Loan (excluding debt rescheduling),ODA-like,Development,150,Government and Civil Society,"https://books.google.com/books?id=ubrIAAAAQBAJ&pg=PA77&lpg=PA77&dq=China+loan+Samoa+Conference+Centre+office+complex&source=bl&ots=kkj1f6MUVq&sig=h0K4g6Glrh9Rgbg6tOKiw8AxyRQ&hl=en&sa=X&ved=0ahUKEwj7q_-ko9nJAhVBpB4KHfwQAbkQ6AEIKjAC#v=onepage&q=China%20loan%20Samoa%20Conference%20Centre%20office%20complex&f=false, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation); http://www.mof.gov.ws/Portals/195/Partnerships%20for%20Development%202007-2009.pdf, Government Source (Donor/Recipient)",3,,0,,0,15000000,USD,0.614427284,1,24412978.38,15000000,9/18/2007,,1/25/2010,,Samoa,990,880,Samoa,WSM,WS,882,862,FALSE,FALSE,FALSE,FALSE,Concessional,2,,5,,,,TRUE,TRUE
41898,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2008,China,"Export-Import Bank of China, Government Agency",,Chinese EXIM Bank gives $41m loan to Samoa for the construction of a National Medical Centre and Ministry of Health Headquarters,"In 2008 construction began on the Samoan National Medical Centre and Ministry of Health Headquarters. The venture is being funded by the Chinese EXIM bank with a concessional loan of $41m with an interest rate of 2%, a 5 year grace period and a 20 year maturity rate. The Chinese handed over the buildings to the Samoan government on July 23, 2011",Completion,Loan (excluding debt rescheduling),ODA-like,Development,120,Health,"http://ws.mofcom.gov.cn/article/jmxw/201107/20110707660692.shtml, Government Source (Donor/Recipient); https://books.google.com/books?id=ubrIAAAAQBAJ&pg=PA77&lpg=PA77&dq=China+loan+Samoa+Conference+Centre+office+complex&source=bl&ots=kkj1f6MUVq&sig=h0K4g6Glrh9Rgbg6tOKiw8AxyRQ&hl=en&sa=X&ved=0ahUKEwj7q_-ko9nJAhVBpB4KHfwQAbkQ6AEIKjAC#v=onepage&q=China%20loan%20Samoa%20Conference%20Centre%20office%20complex&f=false, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation); http://www.mof.gov.ws/Portals/195/Services/Aid%20Coordination/MTDMS%202013-2015.pdf, Government Source (Donor/Recipient)",4,"Export-Import Bank of China, Government Agency",1,,0,41000000,USD,0.725208865,1,56535436.83,41000000,,,7/23/2011,,Samoa,990,880,Samoa,WSM,WS,882,862,FALSE,FALSE,FALSE,FALSE,Concessional,2,20,5,54.08,,,TRUE,TRUE
41923,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2009,China,"China Development Bank (CDB), Government Agency","SinoHydro, State-owned Company",CDB gives Fiji $83.1mil loan for the construction of Nadarivatu Hydropower station,"In 2009 SinoHydro began the construction of a hydropower station in Nadarivatu, Fiji. The project was funded by the China Development Bank with a $83.1mil non-concessional loan. The power station was handed over to the Fijian government on September 14, 2012. The details of the loan are uncertain.",Completion,Loan (excluding debt rescheduling),OOF-like,Development,230,Energy Generation and Supply,"http://www.eastasiaforum.org/2010/05/22/nadarivatu-hydro-scheme-a-chinese-fijian-partnership-with-both-pros-and-cons/, Other Academic (Working Paper, Dissertation); http://english.cri.cn/6909/2009/04/29/1781s480075.htm, Media Report, including Wikileaks; http://news.xinhuanet.com/english/china/2012-09/14/c_131851542.htm, Media Report, including Wikileaks; http://www.lowyinstitute.org/files/pubfiles/Hanson,_China_stumbling_Second_edition_web.pdf, Other Academic (Working Paper, Dissertation)",4,"China Development Bank (CDB), Government Agency; SinoHydro, State-owned Company",2,,0,83100000,USD,0.736866033,1,112774909.3,83100000,,,,,Fiji,950,832,Fiji,FJI,FJ,242,819,FALSE,FALSE,FALSE,FALSE,Non-Concessional,,,,,Nadarivatu,,TRUE,TRUE
41932,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2008,China,"Unspecified Chinese Government Institution, Government Agency","China Railway First Group Co,. Ltd, State-owned Company",China gives $3.8mil grant to build Naqali bridge,In December 2009 the Naqali bridge project in Fiji was completed. The project was funded by a $3.8mil grant from the Chinese government. China Railway First Group constructed the bridge. Whether this is a grant or soft loan is unclear.,Completion,Vague TBD,Vague (Official Finance),Development,320,"Industry, Mining, Construction","http://www.fiji.gov.fj/getattachment/1a397e2f-772b-4f77-8768-a19c93fdf385/New-Dawn-Vol-2-No--9---15-5-10.aspx, Government Source (Donor/Recipient); http://fj.china-embassy.org/eng/topic/jjsszn/t1316662.htm, Government Source (Donor/Recipient); http://www.lowyinstitute.org/files/pubfiles/Hanson,_China_stumbling_Second_edition_web.pdf, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/files/pubfiles/Hanson,_China_stumbling_Second_edition_web.pdf, Other Academic (Working Paper, Dissertation); http://www.parliament.gov.fj/getattachment/Parliament-Business/Hansard-Journals/2010-Auditor-General-Vol-4-new.pdf.aspx, Government Source (Donor/Recipient); http://bainimarama.org/remarks-by-the-pm-bainimarama-at-his-meeting-with-h-e-mr-li-keqiang-premier-of-prc/, Government Source (Donor/Recipient)",6,"China Railway First Group Co,. Ltd, State-owned Company",1,,0,3800000,USD,0.725208865,1,5239869.75,3800000,,,12/31/2009,,Fiji,950,832,Fiji,FJI,FJ,242,819,FALSE,FALSE,FALSE,FALSE,,,,,,Naqali,,TRUE,FALSE
41961,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2009,China,"Unspecified Chinese Government Institution, Government Agency",,China gives $US 4.39 million grant for an international convention centre,"In 2009, on the occasion of the visit by Vice Premier Li Keqiang, China gave a $US 4.39 million ($Y 30 million) technical and cooperation grant for an international convention centre. No loan details could be found.",Pipeline: Commitment,Grant,ODA-like,Development,430,Other Multisector,"http://www.slideshare.net/TerenceTupi/subthesis, Other Academic (Working Paper, Dissertation)",1,,0,,0,4390000,USD,0.736866033,1,5957663.68,4390000,,,,,Papua New Guinea,910,862,Papua New Guinea,PNG,PG,598,853,FALSE,FALSE,FALSE,FALSE,,,,,,,"Li Keqiang, Vice Premier (China)",TRUE,FALSE
41996,Financial,Debt Relief,FALSE,TRUE,FALSE,2002,China,"Unspecified Chinese Government Institution, Government Agency",,China offers $77m in debt relief to Nauru (Linked to Project ID #37645),"On July 22, 2002, it was announced that China has offered $60 million USD in aid and $77 million USD toward debt relief to Nauru. The China-Nauru deal was sealed on the basis of China's promise to offer Nauru $60 million USD in financial aid as well as the promise to repay debt worth $77 million USD owed to the General Electric Co, Chang said. According to the CIA World Factbook, Nauru is burdened with external debts of about US$33.3 million. This project is linked to Project ID #37645.",Pipeline: Commitment,Debt rescheduling,ODA-like,Development,600,Action Relating to Debt,"http://global-factiva-com.libproxy1.nus.edu.sg/ga/default.aspx, Media Report, including Wikileaks; http://www.nytimes.com/2002/08/08/world/china-issues-new-warning-to-taiwan-just-in-english.html, Media Report, including Wikileaks; http://www.taipeitimes.com/News/taiwan/archives/2002/07/24/0000149454, Media Report, including Wikileaks",3,,0,,0,77000000,USD,0.442443377,1,174033569.2,77000000,,,,,Nauru,970,845,Nauru,NRU,NR,520,836,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
42011,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2013,China,"Unspecified Chinese Government Institution, Government Agency",,China gives grant for expansion of Vanuatu Prime Minister's Office,"On January 13, 2013, China signed a grant to Vanuatu to renovate the office of the Prime Minister in Port Vila as part of bilateral economic and technical agreements. A design survey was undertaken from October –November 2013. In October 28th 2014, the preliminary design documents were forwarded to Government for consideration. In January 2015, the Government acknowledged receipt of the preliminary design for the extension of the Office of the Prime Minister. The Chinese side agreed to demolish the existing one two – floor building and one floor building and car parking shed behind the U shape building, to allow for the new Prime Ministers Office building to be built on the same site comprising a three floor office building which consists of the Prime Ministers Office and auxiliary building. STAFF_NOTE: The commitment year is uncertain, as one source mentions the grant as having occurred in 2010. The transaction amount is unknown. The original project entry listed it as $2960000, but this number is not mentioned in any of the sources, so it is left as blank. ",Implementation,Grant,ODA-like,Development,150,Government and Civil Society,"https://www.lowyinstitute.org/sites/default/files/pubfiles/Hanson_and_Fifita%2C_China_in_the_Pacific_web_1.pdf, Academic Journal Article; http://www.pireport.org/articles/2016/05/17/china-renovate-vanuatu-pm%E2%80%99s-office, Media Report, including Wikileaks; https://indigenouswatch.wordpress.com/2016/05/19/china-to-build-new-prime-ministers-office/, Social Media, including Unofficial Blogs; http://www.radionz.co.nz/international/pacific-news/304024/china-to-fund-renovation-of-vanuatu-pm's-offices, Media Report, including Wikileaks",4,,0,,0,2960000,USD,0.983522687,1,3009589.96,2960000,,,,,Vanuatu,935,854,Vanuatu,VUT,VU,548,846,FALSE,FALSE,FALSE,FALSE,,,,,,Port Vila,,TRUE,TRUE
42210,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2008,China,"Unspecified Chinese Government Institution, Government Agency",,China grants $3.6m for road construction in Tonga,"In 2008, China granted US 3.6 million for the construction of the Tongatapu Trunk Road in Tonga. Construction on the 17km road began July 4, 2008, and was completed in March 2009. ",Completion,Grant,ODA-like,Development,210,Transport and Storage,"https://www.lowyinstitute.org/sites/default/files/pubfiles/Hanson_and_Fifita%2C_China_in_the_Pacific_web_1.pdf, Academic Journal Article; http://to.mofcom.gov.cn/article/jmxw/200904/20090406180201.shtml, Government Source (Donor/Recipient); http://to.mofcom.gov.cn/article/jmxw/200904/20090406180201.shtml, Government Source (Donor/Recipient)",3,,0,,0,3600000,USD,0.725208865,1,4964087.14,3600000,,,,,Tonga,955,870,Tonga,TON,TO,776,866,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
42371,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2007,China,"Unspecified Chinese Government Institution, Government Agency",,"China funds 500,000 USD drug detoxification center in Laos (Linked project ID #33815, #42375)","In 2007, China provided Laos with 500,000 USD to help build a drug detoxification centre in Oudomxay and its nearby provinces. A hand-over ceremony was held in Vientiane last weekend between Chinese Ambassador to Laos Pan Quang Xue and Minister to the Presidential Palace and Chairman of the National Committee for Drug Control and Supervision Suban Salithilath.",Pipeline: Commitment,Grant,ODA-like,Development,320,"Industry, Mining, Construction","https://global.factiva.com/aa/?ref=THAINS0020070724e37p0001m&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,0,,0,,,,,,,,,,,Laos,812,745,Laos,LAO,LA,418,544,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
43134,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2006,China,"Export-Import Bank of China, Government Agency","China Shanghai (Group) Corporation for Foreign Economic and Technological Cooperation, ",China pledges 147 USD in export-buyers credits to Vietnam Coal and Mineral Industries Group,An agreement was signed (May 12th) by the Export-Import Bank of China (EximBank) and Vietnam Coal and Mineral Industries Group (VCMIG). The agreement was worth US$147m. The EximBank signed an export-buyers credit agreement with VCMIG to support the two-110 mw coal-combustion power-station project contracted by China SFECO Group. ,Completion,Export credits,OOF-like,Commercial,230,Energy Generation and Supply,"https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=EIUCP00020060520e25j0002p&cat=a&ep=ASI, Media Report, including Wikileaks; http://www.ide.go.jp/English/Publish/Download/Brc/pdf/01_chinaseconomic.pdf, Academic Journal Article",2,"China Shanghai (Group) Corporation for Foreign Economic and Technological Cooperation, ; Export-Import Bank of China, Government Agency",2,"Vietnam National Coal - Mineral Industries Group (Vinacomin), State-owned Company",1,147000000,USD,0.543652291,1,270393416,147000000,,,,,Vietnam,816,769,Vietnam,VNM,VN,704,582,FALSE,FALSE,FALSE,FALSE,No Information,,,,,,,TRUE,FALSE
